timestamp,tweet_text,username
11/1/2019 21:01,"RT @FSUFootball: ""That's what Florida State is. We play for this University. All the time. All the time.""

#DoSomething | #OneTribe https:/…",Meredith__Casey
11/1/2019 21:01,"RT @9799_kr: 191101 SCHEDULE

🎤 UNICORN CONCERT (VICTON)
Yonsei University @ 6:30 PM KST
they will perform  @ 8:30 PM KST

https://t.co/RYs…",atharisnaeni
11/1/2019 21:01,Misericordia University dean shares NASA and Mars rover stories at free talk on Nov. 5 | NEPA Scene https://t.co/1ZUjTTJPvZ #NEPA,nepascene
11/1/2019 21:01,"Brown University is hiring in #Providence, RI! Click the link in our bio to apply: Academic Records IT Specialist #Education",tmj_rip_edu
11/1/2019 21:01,RT @silencedturkey: Press Release by AST Volunteers at the University of Nevada at Las Vegas in remembrance of the victims of the persecuti…,OMilenus
11/1/2019 21:01,RT @TOKCityOfLights: Karachi University defeats Indian University in quarterfinal of World Inter University Cricket tournament and qualifie…,SkyWalkerrr_
11/1/2019 21:01,RT @BG_XCTrack: Lady Falcons are ready to toe the line tomorrow at the Mid American Conference hosted by Northern Illinois University. Wome…,Jemmeila
11/1/2019 21:01,"RT @universal_sci: Zooming in on Arp-Madore 2026-424 

Credit: NASA, ESA, J. Dalcanton, B.F. Williams, and M. Durbin (University of Washing…",Nafees3360
11/1/2019 21:01,"@UTTyler We are proud to announce our 6th Grade Vandals of the Week and ""What-A-Student"" sponsored by Whataburger of Canton! This week, the girl award goes to Summer Adams! Her favorite university is UT Tyler! @Whataburger https://t.co/BAgAobhgik",VanMiddleSchool
11/1/2019 21:01,"RT @GLSCHWALL: Special, Today Only!

Eternal life comes cheap, only $1,000.00 with a Trump University Diploma...

Allow 3 to 666 days for d…",blackbeauty691
11/1/2019 21:01,RT @Chemicalboyy: University friends are the fakest set of friends https://t.co/Npy1oP0b9G,WillyBoy113
11/1/2019 21:01,The Office of Undergraduate Admissions at Texas Tech University is proud to be a part of today’s #ApplyTX101 chat hosted by @GenerationTexas! https://t.co/DTpWapMuov,TxTechAdmission
11/1/2019 21:01,"RT @TraceyOMahony81: As we continue to house and care for people from other countries

People suffering mental health problems in Waterford…",CelticSean81
11/1/2019 21:01,"RT @Jay_HorwitzPR: Whatever became of Mike Baxter, the man who sacrificed his body to save the only no-hitter in @Mets history? He is now t…",EddieEdmundo35
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",_nickiloves
11/1/2019 21:01,"@henzinovitost @Lady_Lazarus7 @clairecalladon @englishchick @marksandspencer Well, 11 GCSEs, 4 A-Levels (including Biology) and a university course including biology and psychology modules as well as further courses in psychology.",SportingNest
11/1/2019 21:01,"RT @baba_Omoloro: 170. University of St. Thomas. 
171. Alcorn State University, Mississippi. 
172. Jackson State University. 
173. Mississi…",Realalimat
11/1/2019 21:01,RT @allthingsans_: I’m located on Central Michigan University’s campus! I am an upcoming cook! Support and repost for me! I want to increas…,8lexu
11/1/2019 21:01,"RT @APlayersProgram: 🚨 It's (exhibition) Game Day! 🚨 #BearDown 

🆚 @ChicoState_MBB 
📍  Tucson, AZ
🏠 McKale Center
⌚️ 6:30pm
💻 https://t.co/…",trasherella
11/1/2019 21:01,Design Pinnacles &gt; Best Social Media Main Page goes to Ball Bearings at Ball State University. #collegemedia19,collegemedia
11/1/2019 21:01,"RT @NewWorldHominin: Wilfrid Laurier University professor Jasmin Zine's ""Canadian Muslim Voting Guide"" has now scrubbed all references to r…",GeorgeMercier3
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",assxmilk
11/1/2019 21:01,"From @IIB --- Despite a slowdown in manufacturing, the latest jobs report is evidence the aggregate economy continues to expand, according to Ball State University economist Michael Hicks.

https://t.co/rH3wvXwKY8",WISH_TV
11/1/2019 21:01,RT @Chemicalboyy: University friends are the fakest set of friends https://t.co/Npy1oP0b9G,Hazimshamsulz
11/1/2019 21:01,RT @rowingcanada: Good luck 🤞 to everyone racing 🚣‍♀️💪 in the Canadian 🇨🇦 University Rowing Championships this weekend at Elk Lake in Victo…,tblacquiere1
11/1/2019 21:01,"RT @FSUFootball: ""That's what Florida State is. We play for this University. All the time. All the time.""

#DoSomething | #OneTribe https:/…",Tylerrrr__46
11/1/2019 21:01,Bristol University appoints History of Slavery professor https://t.co/DTZ4X5TSyK,WitchesUK
11/1/2019 21:01,"RT @LeaveEUOfficial: Unreal! Sheffield University banned students from wearing SOMBREROS on Halloween because it was deemed ""cultural appro…",garrybluenose
11/1/2019 21:01,Barry University FL Fri Nov 1st PM Forecast: TONIGHT Chance Of T-Storm Lo 79 SATURDAY Chance Of T-Storm Hi 85,BarryUnivFL
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",briton_jr
11/1/2019 21:01,2019 Region IV-East Innovative Program goes to the WMU Signature  from Western Michigan University. #naspa4e https://t.co/rEJ5GxcL1m,NASPA4E
11/1/2019 21:01,"RT @EKOVanguardTV: ENCOMIUM:
Meet the Vice Chancellor of the Niger Delta University, Wilberforce Island Amassoma, Bayelsa State. He is Prof…",iruo_frent
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",No__symp
11/1/2019 21:01,"RT @tonyposnanski: AOC graduated Magna Cum Laude from Boston University and won her election in a landslide.

You barely graduated college,…",sb2729
